material_type,quality_grade,quantity,unit,age_years,damage_percentage,original_price,current_market_price,location,transport_distance,demand_score,reuse_score,selling_price
Flush Doors,Grade C,50.0,Pieces,7.9,48.3,210000.0,220500.0,Delhi,23.7,1.1,38.0,60442.0
Window Glass,Grade C,100.0,sq.ft,5.4,60.1,7500.0,7875.0,Mumbai,14.0,1.18,38.0,2062.0
Construction Sand,Grade A,5.0,Tonnes,0.4,15.1,9000.0,9450.0,Pune,45.3,1.06,75.0,6361.0
Concrete Rubble,Grade A,10.0,Tonnes,7.7,8.1,12000.0,12600.0,Hyderabad,18.1,1.05,75.0,8787.0
Red Bricks,Grade B,50.0,Pieces,2.6,21.1,550.0,577.5,Chennai,40.1,1.02,55.00000000000001,284.0
Corrugated Roofing Sheets,Grade C,250.0,sq.ft,7.3,37.4,16250.0,17062.5,Chennai,25.6,1.02,38.0,5485.0
Marble Slabs,Grade B,800.0,sq.ft,2.3,1.9,168000.0,176400.0,Hyderabad,42.7,1.05,55.00000000000001,100913.0
Mixed Demolition Waste,Grade A,25.0,Tonnes,9.8,4.5,11250.0,11812.5,Bangalore,30.7,1.12,75.0,9271.0
TMT Steel Rods,Grade C,1500.0,kg,1.8,45.3,87000.0,91350.0,Pune,22.5,1.06,38.0,27127.0
Construction Sand,Grade D,25.0,Tonnes,0.7,56.1,45000.0,47250.0,Bangalore,50.0,1.12,22.0,7606.0
Construction Sand,Grade C,60.0,Tonnes,0.3,49.5,108000.0,113400.0,Chennai,16.7,1.02,38.0,30996.0
Electrical Wiring & Panels,Grade A,2000.0,Pieces,4.6,18.7,440000.0,462000.0,Mumbai,49.9,1.18,75.0,351952.0
Ceramic Floor Tiles,Grade A,800.0,sq.ft,5.0,8.0,33600.0,35280.0,Delhi,8.7,1.1,75.0,25808.0
Cement Blocks,Grade B,50.0,Pieces,2.3,10.6,2600.0,2730.0,Chennai,37.0,1.02,55.00000000000001,1385.0
Granite Slabs,Grade C,250.0,sq.ft,7.3,29.8,47500.0,49875.0,Pune,9.5,1.06,38.0,15486.0
TMT Steel Rods,Grade B,200.0,kg,7.6,15.8,11600.0,12180.0,Mumbai,41.3,1.18,55.00000000000001,7063.0
PVC Pipes,Grade A,1000.0,Pieces,6.3,44.4,260000.0,273000.0,Pune,13.5,1.06,75.0,149044.0
Concrete Rubble,Grade B,15.0,Tonnes,4.6,14.1,18000.0,18900.0,Delhi,26.2,1.1,55.00000000000001,10839.0
Sanitaryware Ceramics,Grade A,100.0,Pieces,6.2,17.9,85000.0,89250.0,Mumbai,38.9,1.18,75.0,66814.0
Red Bricks,Grade D,5000.0,Pieces,2.3,84.1,55000.0,57750.0,Delhi,6.9,1.1,22.0,6949.0
Sanitaryware Ceramics,Grade A,2000.0,Pieces,6.6,24.1,1700000.0,1785000.0,Hyderabad,9.5,1.05,75.0,1129994.0
Sanitaryware Ceramics,Grade B,5000.0,Pieces,1.0,37.0,4250000.0,4462500.0,Mysuru,47.1,0.95,55.00000000000001,1660125.0
Electrical Wiring & Panels,Grade B,1000.0,Pieces,0.3,10.1,220000.0,231000.0,Pune,15.2,1.06,55.00000000000001,115280.0
TMT Steel Rods,Grade B,500.0,kg,4.6,13.6,29000.0,30450.0,Mumbai,9.9,1.18,55.00000000000001,16941.0
Galvanized Iron (GI) Pipes,Grade B,500.0,Pieces,1.8,20.5,275000.0,288750.0,Hyderabad,33.8,1.05,55.00000000000001,145656.0
PVC Pipes,Grade C,100.0,Pieces,12.8,74.5,26000.0,27300.0,Bangalore,10.2,1.12,38.0,5893.0
Construction Sand,Grade C,10.0,Tonnes,0.5,37.5,18000.0,18900.0,Bangalore,10.1,1.12,38.0,6124.0
Granite Slabs,Grade B,1200.0,sq.ft,2.3,16.7,228000.0,239400.0,Mumbai,24.9,1.18,55.00000000000001,125418.0
PVC Pipes,Grade C,50.0,Pieces,0.6,75.8,13000.0,13650.0,Mysuru,40.4,0.95,38.0,2473.0
Window Glass,Grade D,1200.0,sq.ft,1.4,79.4,90000.0,94500.0,Mysuru,17.7,0.95,22.0,9867.0
Window Glass,Grade B,800.0,sq.ft,0.9,17.4,60000.0,63000.0,Bangalore,17.8,1.12,55.00000000000001,32038.0
Cement Blocks,Grade C,5000.0,Pieces,0.9,46.4,260000.0,273000.0,Hyderabad,15.3,1.05,38.0,81557.0
TMT Steel Rods,Grade B,1500.0,kg,16.2,26.7,87000.0,91350.0,Bangalore,43.6,1.12,55.00000000000001,45082.0
Marble Slabs,Grade D,100.0,sq.ft,0.8,46.8,21000.0,22050.0,Pune,48.2,1.06,22.0,3670.0
Electrical Wiring & Panels,Grade A,500.0,Pieces,1.5,28.6,110000.0,115500.0,Chennai,48.9,1.02,75.0,69162.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,3.9,25.1,21000.0,22050.0,Pune,28.3,1.06,55.00000000000001,10586.0
Corrugated Roofing Sheets,Grade C,800.0,sq.ft,10.4,27.7,52000.0,54600.0,Hyderabad,35.1,1.05,38.0,17486.0
Flush Doors,Grade D,100.0,Pieces,1.3,84.0,420000.0,441000.0,Bangalore,22.8,1.12,22.0,52544.0
Construction Sand,Grade D,10.0,Tonnes,1.6,30.6,18000.0,18900.0,Mysuru,18.3,0.95,22.0,2884.0
Aluminum Windows,Grade B,50.0,Pieces,0.5,32.1,140000.0,147000.0,Mysuru,34.2,0.95,55.00000000000001,53187.0
TMT Steel Rods,Grade D,1000.0,kg,1.4,61.8,58000.0,60900.0,Mysuru,49.5,0.95,22.0,7153.0
Red Bricks,Grade D,50.0,Pieces,0.4,73.2,550.0,577.5,Delhi,18.0,1.1,22.0,76.0
TMT Steel Rods,Grade A,1500.0,kg,1.6,32.1,87000.0,91350.0,Bangalore,45.2,1.12,75.0,59699.0
Window Glass,Grade B,100.0,sq.ft,11.4,2.4,7500.0,7875.0,Delhi,6.5,1.1,55.00000000000001,4602.0
Construction Sand,Grade B,10.0,Tonnes,3.9,6.2,18000.0,18900.0,Pune,15.2,1.06,55.00000000000001,11001.0
Electrical Wiring & Panels,Grade C,500.0,Pieces,4.5,62.6,110000.0,115500.0,Chennai,26.5,1.02,38.0,27370.0
TMT Steel Rods,Grade A,1000.0,kg,13.2,8.4,58000.0,60900.0,Chennai,23.1,1.02,75.0,42915.0
Marble Slabs,Grade B,800.0,sq.ft,0.3,5.3,168000.0,176400.0,Hyderabad,36.2,1.05,55.00000000000001,96803.0
Red Bricks,Grade B,2000.0,Pieces,3.9,22.5,22000.0,23100.0,Bangalore,26.0,1.12,55.00000000000001,11467.0
Flush Doors,Grade B,5000.0,Pieces,1.9,22.7,21000000.0,22050000.0,Delhi,10.3,1.1,55.00000000000001,11591666.0
Concrete Rubble,Grade C,60.0,Tonnes,3.4,79.9,72000.0,75600.0,Mysuru,19.0,0.95,38.0,13730.0
Construction Sand,Grade B,60.0,Tonnes,1.5,37.5,108000.0,113400.0,Mumbai,35.9,1.18,55.00000000000001,53737.0
Sanitaryware Ceramics,Grade B,2000.0,Pieces,8.4,25.9,1700000.0,1785000.0,Pune,32.7,1.06,55.00000000000001,839077.0
Galvanized Iron (GI) Pipes,Grade D,2000.0,Pieces,1.6,39.2,1100000.0,1155000.0,Bangalore,31.9,1.12,22.0,204901.0
Marble Slabs,Grade A,250.0,sq.ft,2.1,22.1,52500.0,55125.0,Mysuru,27.2,0.95,75.0,30880.0
Window Glass,Grade B,800.0,sq.ft,0.8,16.9,60000.0,63000.0,Bangalore,18.2,1.12,55.00000000000001,33846.0
Construction Sand,Grade C,10.0,Tonnes,7.1,64.1,18000.0,18900.0,Mysuru,8.4,0.95,38.0,4058.0
Granite Slabs,Grade A,250.0,sq.ft,1.5,35.2,47500.0,49875.0,Delhi,32.6,1.1,75.0,33455.0
Concrete Rubble,Grade A,5.0,Tonnes,6.0,17.2,6000.0,6300.0,Pune,21.1,1.06,75.0,4391.0
Corrugated Roofing Sheets,Grade C,500.0,sq.ft,1.3,61.7,32500.0,34125.0,Pune,31.5,1.06,38.0,8185.0
Flush Doors,Grade B,5000.0,Pieces,1.0,26.8,21000000.0,22050000.0,Mysuru,45.2,0.95,55.00000000000001,9107798.0
Ceramic Floor Tiles,Grade B,800.0,sq.ft,1.6,30.6,33600.0,35280.0,Mysuru,22.7,0.95,55.00000000000001,15014.0
Construction Sand,Grade B,40.0,Tonnes,6.0,5.4,72000.0,75600.0,Chennai,34.4,1.02,55.00000000000001,42786.0
Natural Stone Slabs,Grade C,10.0,Tonnes,0.3,58.8,11000.0,11550.0,Chennai,15.9,1.02,38.0,2889.0
Ceramic Floor Tiles,Grade B,800.0,sq.ft,0.5,17.1,33600.0,35280.0,Bangalore,38.3,1.12,55.00000000000001,18139.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,0.9,20.6,21000.0,22050.0,Pune,38.2,1.06,55.00000000000001,10051.0
Ceramic Floor Tiles,Grade D,500.0,sq.ft,7.0,81.5,21000.0,22050.0,Pune,34.7,1.06,22.0,2568.0
Flush Doors,Grade D,500.0,Pieces,0.9,72.7,2100000.0,2205000.0,Bangalore,10.0,1.12,22.0,284585.0
Electrical Wiring & Panels,Grade C,200.0,Pieces,1.6,53.1,44000.0,46200.0,Mumbai,14.1,1.18,38.0,13566.0
Flush Doors,Grade A,1000.0,Pieces,0.9,10.3,4200000.0,4410000.0,Mysuru,37.3,0.95,75.0,2937916.0
Sanitaryware Ceramics,Grade B,100.0,Pieces,6.4,35.2,85000.0,89250.0,Hyderabad,27.1,1.05,55.00000000000001,36065.0
Cement Blocks,Grade B,500.0,Pieces,4.0,37.9,26000.0,27300.0,Delhi,25.9,1.1,55.00000000000001,11975.0
TMT Steel Rods,Grade B,500.0,kg,5.6,34.0,29000.0,30450.0,Mumbai,23.7,1.18,55.00000000000001,14194.0
Granite Slabs,Grade D,100.0,sq.ft,3.0,32.0,19000.0,19950.0,Pune,39.8,1.06,22.0,3695.0
Galvanized Iron (GI) Pipes,Grade B,100.0,Pieces,5.1,18.4,55000.0,57750.0,Delhi,25.1,1.1,55.00000000000001,29410.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,2.4,78.0,0.0,0.0,Delhi,35.8,1.1,0.0,0.0
Galvanized Iron (GI) Pipes,Grade B,200.0,Pieces,1.3,12.7,110000.0,115500.0,Pune,31.6,1.06,55.00000000000001,60627.0
Aluminum Windows,Grade C,500.0,Pieces,4.9,67.4,1400000.0,1470000.0,Pune,34.4,1.06,38.0,345041.0
Marble Slabs,Grade D,250.0,sq.ft,2.6,17.3,52500.0,55125.0,Mumbai,6.3,1.18,22.0,12220.0
Sanitaryware Ceramics,Grade B,5000.0,Pieces,9.2,21.1,4250000.0,4462500.0,Bangalore,9.5,1.12,55.00000000000001,2223256.0
Concrete Rubble,Grade C,60.0,Tonnes,0.4,72.5,72000.0,75600.0,Chennai,14.8,1.02,38.0,15356.0
Flush Doors,Grade C,5000.0,Pieces,1.6,27.9,21000000.0,22050000.0,Pune,47.7,1.06,38.0,6743693.0
TMT Steel Rods,Grade C,200.0,kg,2.1,65.2,11600.0,12180.0,Pune,25.6,1.06,38.0,2864.0
TMT Steel Rods,Grade B,200.0,kg,10.1,5.2,11600.0,12180.0,Mumbai,18.2,1.18,55.00000000000001,7085.0
Ceramic Floor Tiles,Grade A,250.0,sq.ft,3.4,21.9,10500.0,11025.0,Mumbai,15.2,1.18,75.0,8042.0
Galvanized Iron (GI) Pipes,Grade A,5000.0,Pieces,3.3,22.7,2750000.0,2887500.0,Delhi,37.5,1.1,75.0,2043641.0
Marble Slabs,Grade B,1200.0,sq.ft,6.5,9.1,252000.0,264600.0,Bangalore,14.5,1.12,55.00000000000001,145857.0
Concrete Rubble,Grade D,15.0,Tonnes,1.0,53.2,18000.0,18900.0,Mumbai,24.6,1.18,22.0,3128.0
Sanitaryware Ceramics,Grade B,100.0,Pieces,7.1,18.0,85000.0,89250.0,Delhi,13.7,1.1,55.00000000000001,48601.0
Natural Stone Slabs,Grade B,40.0,Tonnes,6.1,19.6,44000.0,46200.0,Chennai,16.6,1.02,55.00000000000001,21924.0
Flush Doors,Grade B,1000.0,Pieces,0.6,9.6,4200000.0,4410000.0,Hyderabad,38.9,1.05,55.00000000000001,2299160.0
Mixed Demolition Waste,Grade B,15.0,Tonnes,2.1,2.5,6750.0,7087.5,Hyderabad,39.8,1.05,55.00000000000001,3811.0
Natural Stone Slabs,Grade B,40.0,Tonnes,0.7,9.1,44000.0,46200.0,Mysuru,6.1,0.95,55.00000000000001,20883.0
Mixed Demolition Waste,Grade D,25.0,Tonnes,12.9,33.2,11250.0,11812.5,Mumbai,27.8,1.18,22.0,2223.0
Electrical Wiring & Panels,Grade D,1000.0,Pieces,0.2,85.2,220000.0,231000.0,Delhi,20.7,1.1,22.0,26055.0
Corrugated Roofing Sheets,Grade C,1200.0,sq.ft,0.6,72.5,78000.0,81900.0,Mumbai,38.2,1.18,38.0,19375.0
Galvanized Iron (GI) Pipes,Grade A,50.0,Pieces,1.0,34.8,27500.0,28875.0,Mysuru,33.2,0.95,75.0,15135.0
Window Glass,Grade A,800.0,sq.ft,9.6,11.8,60000.0,63000.0,Bangalore,23.4,1.12,75.0,47783.0
TMT Steel Rods,Grade C,200.0,kg,8.1,45.6,11600.0,12180.0,Hyderabad,43.8,1.05,38.0,3357.0
Corrugated Roofing Sheets,Grade A,500.0,sq.ft,2.2,41.7,32500.0,34125.0,Delhi,17.3,1.1,75.0,19243.0
Sanitaryware Ceramics,Grade B,500.0,Pieces,0.3,19.7,425000.0,446250.0,Mysuru,11.8,0.95,55.00000000000001,194084.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,0.5,6.0,425000.0,446250.0,Mysuru,21.3,0.95,75.0,282303.0
Marble Slabs,Grade C,1200.0,sq.ft,2.8,80.3,252000.0,264600.0,Mysuru,42.6,0.95,38.0,46318.0
Ceramic Floor Tiles,Grade B,500.0,sq.ft,3.4,13.6,21000.0,22050.0,Bangalore,8.3,1.12,55.00000000000001,11482.0
Sanitaryware Ceramics,Grade C,200.0,Pieces,8.5,64.1,170000.0,178500.0,Delhi,48.4,1.1,38.0,44147.0
Concrete Rubble,Grade A,40.0,Tonnes,2.4,32.3,48000.0,50400.0,Mumbai,25.6,1.18,75.0,33787.0
Red Bricks,Grade B,100.0,Pieces,5.6,11.8,1100.0,1155.0,Hyderabad,30.7,1.05,55.00000000000001,620.0
Aluminum Windows,Grade B,50.0,Pieces,1.1,28.5,140000.0,147000.0,Hyderabad,42.0,1.05,55.00000000000001,65105.0
TMT Steel Rods,Grade C,1000.0,kg,1.3,43.5,58000.0,60900.0,Chennai,36.3,1.02,38.0,17188.0
Sanitaryware Ceramics,Grade C,100.0,Pieces,1.5,58.6,85000.0,89250.0,Chennai,17.7,1.02,38.0,22338.0
Galvanized Iron (GI) Pipes,Grade C,500.0,Pieces,8.4,83.2,275000.0,288750.0,Mumbai,48.4,1.18,38.0,60385.0
Ceramic Floor Tiles,Grade B,1200.0,sq.ft,0.4,13.0,50400.0,52920.0,Hyderabad,11.5,1.05,55.00000000000001,25972.0
Sanitaryware Ceramics,Grade D,50.0,Pieces,3.0,47.5,42500.0,44625.0,Hyderabad,27.2,1.05,22.0,6849.0
Marble Slabs,Grade B,500.0,sq.ft,0.3,1.4,105000.0,110250.0,Hyderabad,37.6,1.05,55.00000000000001,55250.0
Mixed Demolition Waste,Grade B,40.0,Tonnes,0.4,5.8,18000.0,18900.0,Pune,20.3,1.06,55.00000000000001,9720.0
Granite Slabs,Grade A,1200.0,sq.ft,1.6,6.4,228000.0,239400.0,Mumbai,14.3,1.18,75.0,194591.0
Flush Doors,Grade C,2000.0,Pieces,7.3,38.9,8400000.0,8820000.0,Bangalore,48.4,1.12,38.0,2547103.0
Cement Blocks,Grade E,100.0,Pieces,5.9,47.3,5200.0,5460.0,Chennai,30.1,1.02,0.0,0.0
Sanitaryware Ceramics,Grade D,50.0,Pieces,2.8,47.7,42500.0,44625.0,Delhi,29.4,1.1,22.0,7813.0
Construction Sand,Grade A,40.0,Tonnes,5.6,29.6,72000.0,75600.0,Mumbai,18.5,1.18,75.0,52948.0
PVC Pipes,Grade D,50.0,Pieces,5.4,67.3,13000.0,13650.0,Mysuru,12.1,0.95,22.0,1507.0
Galvanized Iron (GI) Pipes,Grade C,50.0,Pieces,1.3,40.2,27500.0,28875.0,Hyderabad,17.3,1.05,38.0,8779.0
Galvanized Iron (GI) Pipes,Grade C,1000.0,Pieces,2.5,57.5,550000.0,577500.0,Mysuru,44.2,0.95,38.0,126985.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,0.8,71.5,0.0,0.0,Bangalore,48.5,1.12,0.0,0.0
Ceramic Floor Tiles,Grade B,1200.0,sq.ft,0.3,7.1,50400.0,52920.0,Delhi,43.7,1.1,55.00000000000001,27562.0
Corrugated Roofing Sheets,Grade D,800.0,sq.ft,1.0,46.4,52000.0,54600.0,Mysuru,37.2,0.95,22.0,7975.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,0.5,49.9,0.0,0.0,Delhi,18.6,1.1,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,3.5,46.1,0.0,0.0,Pune,38.0,1.06,0.0,0.0
Sanitaryware Ceramics,Grade A,5000.0,Pieces,0.2,10.6,4250000.0,4462500.0,Chennai,40.4,1.02,75.0,3065227.0
Window Glass,Grade B,100.0,sq.ft,9.6,30.9,7500.0,7875.0,Mumbai,47.0,1.18,55.00000000000001,4165.0
Ceramic Floor Tiles,Grade C,800.0,sq.ft,0.9,43.1,33600.0,35280.0,Mysuru,37.2,0.95,38.0,9260.0
PVC Pipes,Grade B,5000.0,Pieces,11.8,36.1,1300000.0,1365000.0,Bangalore,41.6,1.12,55.00000000000001,637759.0
Electrical Wiring & Panels,Grade B,2000.0,Pieces,0.5,32.3,440000.0,462000.0,Bangalore,33.4,1.12,55.00000000000001,204762.0
Electrical Wiring & Panels,Grade D,500.0,Pieces,1.2,69.4,110000.0,115500.0,Pune,43.1,1.06,22.0,13886.0
Mixed Demolition Waste,Grade A,25.0,Tonnes,3.4,14.2,11250.0,11812.5,Chennai,44.8,1.02,75.0,7950.0
Ceramic Floor Tiles,Grade A,800.0,sq.ft,6.2,13.4,33600.0,35280.0,Delhi,20.5,1.1,75.0,25598.0
Marble Slabs,Grade C,250.0,sq.ft,0.2,23.1,52500.0,55125.0,Chennai,10.6,1.02,38.0,17373.0
Concrete Rubble,Grade C,10.0,Tonnes,6.8,49.2,12000.0,12600.0,Hyderabad,20.7,1.05,38.0,3319.0
Granite Slabs,Grade A,500.0,sq.ft,1.6,16.2,95000.0,99750.0,Bangalore,7.6,1.12,75.0,68757.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,1.8,55.0,0.0,0.0,Mumbai,46.2,1.18,0.0,0.0
Electrical Wiring & Panels,Grade B,100.0,Pieces,2.4,9.5,22000.0,23100.0,Mumbai,5.8,1.18,55.00000000000001,13642.0
Construction Sand,Grade A,40.0,Tonnes,3.1,20.3,72000.0,75600.0,Chennai,45.9,1.02,75.0,44982.0
Natural Stone Slabs,Grade C,60.0,Tonnes,1.4,42.8,66000.0,69300.0,Hyderabad,27.3,1.05,38.0,20431.0
Ceramic Floor Tiles,Grade A,100.0,sq.ft,3.4,20.2,4200.0,4410.0,Pune,48.0,1.06,75.0,2874.0
Construction Sand,Grade C,40.0,Tonnes,2.3,59.1,72000.0,75600.0,Chennai,37.2,1.02,38.0,18104.0
Galvanized Iron (GI) Pipes,Grade B,5000.0,Pieces,1.3,20.9,2750000.0,2887500.0,Hyderabad,19.0,1.05,55.00000000000001,1388965.0
Corrugated Roofing Sheets,Grade A,800.0,sq.ft,6.0,6.1,52000.0,54600.0,Delhi,37.3,1.1,75.0,40844.0
Aluminum Windows,Grade E,1000.0,Pieces,3.3,61.2,2800000.0,2940000.0,Mysuru,22.1,0.95,0.0,0.0
PVC Pipes,Grade B,100.0,Pieces,2.4,15.1,26000.0,27300.0,Delhi,22.0,1.1,55.00000000000001,15143.0
Mixed Demolition Waste,Grade A,60.0,Tonnes,2.8,11.1,27000.0,28350.0,Mumbai,6.8,1.18,75.0,20542.0
Marble Slabs,Grade C,100.0,sq.ft,2.3,54.1,21000.0,22050.0,Chennai,47.9,1.02,38.0,5247.0
Cement Blocks,Grade C,1000.0,Pieces,2.2,86.1,52000.0,54600.0,Chennai,15.8,1.02,38.0,10221.0
Sanitaryware Ceramics,Grade B,200.0,Pieces,0.6,1.5,170000.0,178500.0,Mysuru,33.0,0.95,55.00000000000001,84594.0
Construction Sand,Grade B,60.0,Tonnes,2.0,9.8,108000.0,113400.0,Chennai,24.8,1.02,55.00000000000001,55428.0
TMT Steel Rods,Grade B,1000.0,kg,0.7,12.9,58000.0,60900.0,Mumbai,22.7,1.18,55.00000000000001,36724.0
Electrical Wiring & Panels,Grade A,100.0,Pieces,1.0,38.5,22000.0,23100.0,Pune,9.1,1.06,75.0,13249.0
Flush Doors,Grade E,500.0,Pieces,4.1,73.6,2100000.0,2205000.0,Hyderabad,38.6,1.05,0.0,0.0
Construction Sand,Grade D,40.0,Tonnes,4.2,65.9,72000.0,75600.0,Chennai,43.3,1.02,22.0,9771.0
Marble Slabs,Grade B,100.0,sq.ft,1.0,10.7,21000.0,22050.0,Mysuru,33.8,0.95,55.00000000000001,9892.0
TMT Steel Rods,Grade C,1000.0,kg,2.4,75.8,58000.0,60900.0,Bangalore,23.7,1.12,38.0,13390.0
Flush Doors,Grade B,50.0,Pieces,0.9,23.8,210000.0,220500.0,Bangalore,15.4,1.12,55.00000000000001,111303.0
Marble Slabs,Grade A,500.0,sq.ft,3.8,8.0,105000.0,110250.0,Bangalore,45.6,1.12,75.0,81557.0
PVC Pipes,Grade B,50.0,Pieces,2.2,12.2,13000.0,13650.0,Bangalore,21.3,1.12,55.00000000000001,7828.0
Red Bricks,Grade A,2000.0,Pieces,6.1,5.6,22000.0,23100.0,Pune,47.6,1.06,75.0,16594.0
Electrical Wiring & Panels,Grade A,100.0,Pieces,1.4,22.3,22000.0,23100.0,Hyderabad,35.9,1.05,75.0,15629.0
Aluminum Windows,Grade C,100.0,Pieces,6.3,28.4,280000.0,294000.0,Mysuru,40.6,0.95,38.0,82320.0
Construction Sand,Grade B,10.0,Tonnes,1.3,2.9,18000.0,18900.0,Mumbai,12.7,1.18,55.00000000000001,11569.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,6.7,80.1,0.0,0.0,Pune,37.3,1.06,0.0,0.0
Marble Slabs,Grade A,100.0,sq.ft,0.8,15.6,21000.0,22050.0,Delhi,18.1,1.1,75.0,15627.0
Cement Blocks,Grade B,2000.0,Pieces,3.0,3.0,104000.0,109200.0,Chennai,38.4,1.02,55.00000000000001,53157.0
Marble Slabs,Grade C,800.0,sq.ft,7.6,65.1,168000.0,176400.0,Mysuru,21.8,0.95,38.0,38949.0
Structural Wood / Timber,Grade C,1200.0,sq.ft,0.3,36.6,156000.0,163800.0,Chennai,19.4,1.02,38.0,49147.0
Granite Slabs,Grade D,1200.0,sq.ft,4.7,74.7,228000.0,239400.0,Hyderabad,40.5,1.05,22.0,28955.0
Aluminum Windows,Grade B,200.0,Pieces,0.6,14.5,560000.0,588000.0,Mysuru,38.5,0.95,55.00000000000001,261767.0
Construction Sand,Grade A,60.0,Tonnes,11.0,25.0,108000.0,113400.0,Hyderabad,24.8,1.05,75.0,75955.0
Sanitaryware Ceramics,Grade B,50.0,Pieces,3.6,15.7,42500.0,44625.0,Mysuru,37.6,0.95,55.00000000000001,19682.0
Concrete Rubble,Grade E,5.0,Tonnes,3.3,47.5,6000.0,6300.0,Mumbai,8.3,1.18,0.0,0.0
Natural Stone Slabs,Grade B,40.0,Tonnes,3.0,6.6,44000.0,46200.0,Hyderabad,25.2,1.05,55.00000000000001,24936.0
Window Glass,Grade A,800.0,sq.ft,0.4,31.6,60000.0,63000.0,Pune,40.6,1.06,75.0,39603.0
Mixed Demolition Waste,Grade B,5.0,Tonnes,3.6,16.4,2250.0,2362.5,Chennai,23.3,1.02,55.00000000000001,1173.0
Marble Slabs,Grade B,800.0,sq.ft,5.3,27.5,168000.0,176400.0,Mumbai,8.6,1.18,55.00000000000001,89479.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,2.6,61.7,0.0,0.0,Pune,14.6,1.06,0.0,0.0
Cement Blocks,Grade B,100.0,Pieces,0.9,32.2,5200.0,5460.0,Hyderabad,38.5,1.05,55.00000000000001,2562.0
Marble Slabs,Grade A,100.0,sq.ft,2.5,28.4,21000.0,22050.0,Chennai,36.8,1.02,75.0,12369.0
Natural Stone Slabs,Grade D,60.0,Tonnes,0.3,43.0,66000.0,69300.0,Mumbai,24.4,1.18,22.0,13473.0
Window Glass,Grade B,250.0,sq.ft,3.5,2.2,18750.0,19687.5,Pune,22.5,1.06,55.00000000000001,10961.0
Red Bricks,Grade B,500.0,Pieces,13.4,12.4,5500.0,5775.0,Delhi,48.8,1.1,55.00000000000001,2883.0
Flush Doors,Grade B,100.0,Pieces,5.9,13.4,420000.0,441000.0,Delhi,21.3,1.1,55.00000000000001,219315.0
Ceramic Floor Tiles,Grade C,1200.0,sq.ft,1.2,77.3,50400.0,52920.0,Hyderabad,21.3,1.05,38.0,10979.0
Aluminum Windows,Grade A,100.0,Pieces,4.6,11.6,280000.0,294000.0,Pune,37.7,1.06,75.0,211320.0
Flush Doors,Grade B,50.0,Pieces,11.8,12.6,210000.0,220500.0,Mumbai,12.4,1.18,55.00000000000001,117903.0
Aluminum Windows,Grade B,50.0,Pieces,2.4,13.7,140000.0,147000.0,Mysuru,39.5,0.95,55.00000000000001,66191.0
Marble Slabs,Grade C,800.0,sq.ft,0.4,66.9,168000.0,176400.0,Chennai,49.0,1.02,38.0,37038.0
Window Glass,Grade B,250.0,sq.ft,7.5,11.4,18750.0,19687.5,Pune,35.8,1.06,55.00000000000001,10533.0
Electrical Wiring & Panels,Grade C,5000.0,Pieces,10.8,75.2,1100000.0,1155000.0,Mumbai,45.7,1.18,38.0,273748.0
Flush Doors,Grade A,50.0,Pieces,9.4,14.8,210000.0,220500.0,Delhi,16.1,1.1,75.0,151691.0
Red Bricks,Grade B,5000.0,Pieces,0.3,18.4,55000.0,57750.0,Mysuru,29.2,0.95,55.00000000000001,23778.0
Window Glass,Grade A,500.0,sq.ft,1.9,24.2,37500.0,39375.0,Delhi,9.4,1.1,75.0,26794.0
Window Glass,Grade A,100.0,sq.ft,10.6,11.6,7500.0,7875.0,Chennai,39.1,1.02,75.0,5218.0
Red Bricks,Grade B,2000.0,Pieces,5.0,6.8,22000.0,23100.0,Hyderabad,20.2,1.05,55.00000000000001,11550.0
Aluminum Windows,Grade C,200.0,Pieces,5.6,57.5,560000.0,588000.0,Bangalore,39.2,1.12,38.0,160207.0
Corrugated Roofing Sheets,Grade B,800.0,sq.ft,1.1,11.8,52000.0,54600.0,Chennai,6.4,1.02,55.00000000000001,27581.0
Concrete Rubble,Grade B,5.0,Tonnes,8.3,11.5,6000.0,6300.0,Hyderabad,6.1,1.05,55.00000000000001,3291.0
Natural Stone Slabs,Grade B,25.0,Tonnes,1.5,27.9,27500.0,28875.0,Hyderabad,20.9,1.05,55.00000000000001,13754.0
Electrical Wiring & Panels,Grade B,2000.0,Pieces,1.3,10.1,440000.0,462000.0,Delhi,35.4,1.1,55.00000000000001,263265.0
Cement Blocks,Grade E,100.0,Pieces,10.0,74.4,5200.0,5460.0,Mumbai,11.2,1.18,0.0,0.0
Corrugated Roofing Sheets,Grade B,250.0,sq.ft,1.1,4.0,16250.0,17062.5,Mumbai,42.3,1.18,55.00000000000001,10589.0
